class_name,class_description,method,method_description
com.dropbox.core.v2.sharing.RemoveFileMemberError,"Errors for DbxUserSharingRequests.removeFileMember2(String,MemberSelector).

  This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance. 

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",tag(),Returns the tag for this instance.
com.dropbox.core.v2.sharing.RemoveFileMemberError,"Errors for DbxUserSharingRequests.removeFileMember2(String,MemberSelector).

  This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance. 

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",toString(),N/A
com.dropbox.core.v2.sharing.RemoveFileMemberError,"Errors for DbxUserSharingRequests.removeFileMember2(String,MemberSelector).

  This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance. 

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",toStringMultiline(),"Returns a String representation of this object formatted for easier
 readability."
com.dropbox.core.v2.sharing.RemoveFileMemberError,"Errors for DbxUserSharingRequests.removeFileMember2(String,MemberSelector).

  This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance. 

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",userError(SharingUserError value),"Returns an instance of RemoveFileMemberError that has its tag set
 to RemoveFileMemberError.Tag.USER_ERROR."
com.dropbox.core.v2.sharing.RemoveFileMemberError.Tag,Discriminating tag type for RemoveFileMemberError.,valueOf(String name),Returns the enum constant of this type with the specified name.
com.dropbox.core.v2.sharing.RemoveFileMemberError.Tag,Discriminating tag type for RemoveFileMemberError.,values(),"Returns an array containing the constants of this enum type, in
the order they are declared."
com.dropbox.core.v2.sharing.RemoveFileMemberErrorException,"Exception thrown when the server responds with a RemoveFileMemberError error.

  This exception is raised by DbxUserSharingRequests.removeFileMember2(String,MemberSelector) and DbxUserSharingRequests.removeFileMember(String,MemberSelector). ",N/A,N/A
com.dropbox.core.v2.sharing.RemoveFolderMemberError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",accessError(SharedFolderAccessError value),"Returns an instance of RemoveFolderMemberError that has its tag
 set to RemoveFolderMemberError.Tag.ACCESS_ERROR."
com.dropbox.core.v2.sharing.RemoveFolderMemberError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",equals(Object obj),N/A
com.dropbox.core.v2.sharing.RemoveFolderMemberError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",getAccessErrorValue(),This instance must be tagged as RemoveFolderMemberError.Tag.ACCESS_ERROR.
com.dropbox.core.v2.sharing.RemoveFolderMemberError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",getMemberErrorValue(),This instance must be tagged as RemoveFolderMemberError.Tag.MEMBER_ERROR.
com.dropbox.core.v2.sharing.RemoveFolderMemberError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",hashCode(),N/A
com.dropbox.core.v2.sharing.RemoveFolderMemberError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",isAccessError(),"Returns true if this instance has the tag RemoveFolderMemberError.Tag.ACCESS_ERROR, false otherwise."
com.dropbox.core.v2.sharing.RemoveFolderMemberError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",isFolderOwner(),"Returns true if this instance has the tag RemoveFolderMemberError.Tag.FOLDER_OWNER, false otherwise."
com.dropbox.core.v2.sharing.RemoveFolderMemberError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",isGroupAccess(),"Returns true if this instance has the tag RemoveFolderMemberError.Tag.GROUP_ACCESS, false otherwise."
com.dropbox.core.v2.sharing.RemoveFolderMemberError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",isMemberError(),"Returns true if this instance has the tag RemoveFolderMemberError.Tag.MEMBER_ERROR, false otherwise."
com.dropbox.core.v2.sharing.RemoveFolderMemberError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",isNoPermission(),"Returns true if this instance has the tag RemoveFolderMemberError.Tag.NO_PERMISSION, false otherwise."
com.dropbox.core.v2.sharing.RemoveFolderMemberError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",isOther(),"Returns true if this instance has the tag RemoveFolderMemberError.Tag.OTHER,
 false otherwise."
com.dropbox.core.v2.sharing.RemoveFolderMemberError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",isTeamFolder(),"Returns true if this instance has the tag RemoveFolderMemberError.Tag.TEAM_FOLDER, false otherwise."
com.dropbox.core.v2.sharing.RemoveFolderMemberError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",memberError(SharedFolderMemberError value),"Returns an instance of RemoveFolderMemberError that has its tag
 set to RemoveFolderMemberError.Tag.MEMBER_ERROR."
com.dropbox.core.v2.sharing.RemoveFolderMemberError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",tag(),Returns the tag for this instance.
com.dropbox.core.v2.sharing.RemoveFolderMemberError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",toString(),N/A
com.dropbox.core.v2.sharing.RemoveFolderMemberError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",toStringMultiline(),"Returns a String representation of this object formatted for easier
 readability."
com.dropbox.core.v2.sharing.RemoveFolderMemberError.Tag,Discriminating tag type for RemoveFolderMemberError.,valueOf(String name),Returns the enum constant of this type with the specified name.
com.dropbox.core.v2.sharing.RemoveFolderMemberError.Tag,Discriminating tag type for RemoveFolderMemberError.,values(),"Returns an array containing the constants of this enum type, in
the order they are declared."
com.dropbox.core.v2.sharing.RemoveFolderMemberErrorException,"Exception thrown when the server responds with a RemoveFolderMemberError error.

  This exception is raised by DbxUserSharingRequests.removeFolderMember(String,MemberSelector,boolean).
 ",N/A,N/A
com.dropbox.core.v2.sharing.RemoveMemberJobStatus,"This class is a tagged union.  Tagged unions instances are always associated
 to a specific tag.  This means only one of the isAbc() methods will
 return true. You can use tag() to determine the tag
 associated with this instance.",complete(MemberAccessLevelResult value),"Returns an instance of RemoveMemberJobStatus that has its tag set
 to RemoveMemberJobStatus.Tag.COMPLETE."
com.dropbox.core.v2.sharing.RemoveMemberJobStatus,"This class is a tagged union.  Tagged unions instances are always associated
 to a specific tag.  This means only one of the isAbc() methods will
 return true. You can use tag() to determine the tag
 associated with this instance.",equals(Object obj),N/A
com.dropbox.core.v2.sharing.RemoveMemberJobStatus,"This class is a tagged union.  Tagged unions instances are always associated
 to a specific tag.  This means only one of the isAbc() methods will
 return true. You can use tag() to determine the tag
 associated with this instance.",failed(RemoveFolderMemberError value),"Returns an instance of RemoveMemberJobStatus that has its tag set
 to RemoveMemberJobStatus.Tag.FAILED."
com.dropbox.core.v2.sharing.RemoveMemberJobStatus,"This class is a tagged union.  Tagged unions instances are always associated
 to a specific tag.  This means only one of the isAbc() methods will
 return true. You can use tag() to determine the tag
 associated with this instance.",getCompleteValue(),Removing the folder member has finished.
com.dropbox.core.v2.sharing.RemoveMemberJobStatus,"This class is a tagged union.  Tagged unions instances are always associated
 to a specific tag.  This means only one of the isAbc() methods will
 return true. You can use tag() to determine the tag
 associated with this instance.",getFailedValue(),This instance must be tagged as RemoveMemberJobStatus.Tag.FAILED.
com.dropbox.core.v2.sharing.RemoveMemberJobStatus,"This class is a tagged union.  Tagged unions instances are always associated
 to a specific tag.  This means only one of the isAbc() methods will
 return true. You can use tag() to determine the tag
 associated with this instance.",hashCode(),N/A
com.dropbox.core.v2.sharing.RemoveMemberJobStatus,"This class is a tagged union.  Tagged unions instances are always associated
 to a specific tag.  This means only one of the isAbc() methods will
 return true. You can use tag() to determine the tag
 associated with this instance.",isComplete(),"Returns true if this instance has the tag RemoveMemberJobStatus.Tag.COMPLETE,
 false otherwise."
com.dropbox.core.v2.sharing.RemoveMemberJobStatus,"This class is a tagged union.  Tagged unions instances are always associated
 to a specific tag.  This means only one of the isAbc() methods will
 return true. You can use tag() to determine the tag
 associated with this instance.",isFailed(),"Returns true if this instance has the tag RemoveMemberJobStatus.Tag.FAILED,
 false otherwise."
com.dropbox.core.v2.sharing.RemoveMemberJobStatus,"This class is a tagged union.  Tagged unions instances are always associated
 to a specific tag.  This means only one of the isAbc() methods will
 return true. You can use tag() to determine the tag
 associated with this instance.",isInProgress(),"Returns true if this instance has the tag RemoveMemberJobStatus.Tag.IN_PROGRESS, false otherwise."
com.dropbox.core.v2.sharing.RemoveMemberJobStatus,"This class is a tagged union.  Tagged unions instances are always associated
 to a specific tag.  This means only one of the isAbc() methods will
 return true. You can use tag() to determine the tag
 associated with this instance.",tag(),Returns the tag for this instance.
com.dropbox.core.v2.sharing.RemoveMemberJobStatus,"This class is a tagged union.  Tagged unions instances are always associated
 to a specific tag.  This means only one of the isAbc() methods will
 return true. You can use tag() to determine the tag
 associated with this instance.",toString(),N/A
com.dropbox.core.v2.sharing.RemoveMemberJobStatus,"This class is a tagged union.  Tagged unions instances are always associated
 to a specific tag.  This means only one of the isAbc() methods will
 return true. You can use tag() to determine the tag
 associated with this instance.",toStringMultiline(),"Returns a String representation of this object formatted for easier
 readability."
com.dropbox.core.v2.sharing.RemoveMemberJobStatus.Tag,Discriminating tag type for RemoveMemberJobStatus.,valueOf(String name),Returns the enum constant of this type with the specified name.
com.dropbox.core.v2.sharing.RemoveMemberJobStatus.Tag,Discriminating tag type for RemoveMemberJobStatus.,values(),"Returns an array containing the constants of this enum type, in
the order they are declared."
com.dropbox.core.v2.team.ReportsGetActivityBuilder,"The request builder returned by DbxTeamTeamRequests.reportsGetActivityBuilder().

  Use this class to set optional request parameters and complete the
 request. ",start(),Issues the request.
com.dropbox.core.v2.team.ReportsGetActivityBuilder,"The request builder returned by DbxTeamTeamRequests.reportsGetActivityBuilder().

  Use this class to set optional request parameters and complete the
 request. ",withEndDate(Date endDate),Set value for optional field.
com.dropbox.core.v2.team.ReportsGetActivityBuilder,"The request builder returned by DbxTeamTeamRequests.reportsGetActivityBuilder().

  Use this class to set optional request parameters and complete the
 request. ",withStartDate(Date startDate),Set value for optional field.
com.dropbox.core.v2.team.ReportsGetDevicesBuilder,"The request builder returned by DbxTeamTeamRequests.reportsGetDevicesBuilder().

  Use this class to set optional request parameters and complete the
 request. ",start(),Issues the request.
com.dropbox.core.v2.team.ReportsGetDevicesBuilder,"The request builder returned by DbxTeamTeamRequests.reportsGetDevicesBuilder().

  Use this class to set optional request parameters and complete the
 request. ",withEndDate(Date endDate),Set value for optional field.
com.dropbox.core.v2.team.ReportsGetDevicesBuilder,"The request builder returned by DbxTeamTeamRequests.reportsGetDevicesBuilder().

  Use this class to set optional request parameters and complete the
 request. ",withStartDate(Date startDate),Set value for optional field.
com.dropbox.core.v2.team.ReportsGetMembershipBuilder,"The request builder returned by DbxTeamTeamRequests.reportsGetMembershipBuilder().

  Use this class to set optional request parameters and complete the
 request. ",start(),Issues the request.
com.dropbox.core.v2.team.ReportsGetMembershipBuilder,"The request builder returned by DbxTeamTeamRequests.reportsGetMembershipBuilder().

  Use this class to set optional request parameters and complete the
 request. ",withEndDate(Date endDate),Set value for optional field.
com.dropbox.core.v2.team.ReportsGetMembershipBuilder,"The request builder returned by DbxTeamTeamRequests.reportsGetMembershipBuilder().

  Use this class to set optional request parameters and complete the
 request. ",withStartDate(Date startDate),Set value for optional field.
com.dropbox.core.v2.team.ReportsGetStorageBuilder,"The request builder returned by DbxTeamTeamRequests.reportsGetStorageBuilder().

  Use this class to set optional request parameters and complete the
 request. ",start(),Issues the request.
com.dropbox.core.v2.team.ReportsGetStorageBuilder,"The request builder returned by DbxTeamTeamRequests.reportsGetStorageBuilder().

  Use this class to set optional request parameters and complete the
 request. ",withEndDate(Date endDate),Set value for optional field.
com.dropbox.core.v2.team.ReportsGetStorageBuilder,"The request builder returned by DbxTeamTeamRequests.reportsGetStorageBuilder().

  Use this class to set optional request parameters and complete the
 request. ",withStartDate(Date startDate),Set value for optional field.
com.dropbox.core.v2.sharing.RequestedVisibility,"The access permission that can be requested by the caller for the shared
 link. Note that the final resolved visibility of the shared link takes into
 account other aspects, such as team and shared folder settings. Check the
 ResolvedVisibility for more info on the possible resolved visibility
 values of shared links.",valueOf(String name),Returns the enum constant of this type with the specified name.
com.dropbox.core.v2.sharing.RequestedVisibility,"The access permission that can be requested by the caller for the shared
 link. Note that the final resolved visibility of the shared link takes into
 account other aspects, such as team and shared folder settings. Check the
 ResolvedVisibility for more info on the possible resolved visibility
 values of shared links.",values(),"Returns an array containing the constants of this enum type, in
the order they are declared."
com.dropbox.core.v2.sharing.ResolvedVisibility,"The actual access permissions values of shared links after taking into
 account user preferences and the team and shared folder settings. Check the
 RequestedVisibility for more info on the possible visibility values
 that can be set by the shared link's owner.",valueOf(String name),Returns the enum constant of this type with the specified name.
com.dropbox.core.v2.sharing.ResolvedVisibility,"The actual access permissions values of shared links after taking into
 account user preferences and the team and shared folder settings. Check the
 RequestedVisibility for more info on the possible visibility values
 that can be set by the shared link's owner.",values(),"Returns an array containing the constants of this enum type, in
the order they are declared."
com.dropbox.core.v2.files.RestoreError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",equals(Object obj),N/A
com.dropbox.core.v2.files.RestoreError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",getPathLookupValue(),An error occurs when downloading metadata for the file.
com.dropbox.core.v2.files.RestoreError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",getPathWriteValue(),An error occurs when trying to restore the file to that path.
com.dropbox.core.v2.files.RestoreError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",hashCode(),N/A
com.dropbox.core.v2.files.RestoreError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",isInvalidRevision(),"Returns true if this instance has the tag RestoreError.Tag.INVALID_REVISION, false otherwise."
com.dropbox.core.v2.files.RestoreError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",isOther(),"Returns true if this instance has the tag RestoreError.Tag.OTHER,
 false otherwise."
com.dropbox.core.v2.files.RestoreError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",isPathLookup(),"Returns true if this instance has the tag RestoreError.Tag.PATH_LOOKUP, false otherwise."
com.dropbox.core.v2.files.RestoreError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",isPathWrite(),"Returns true if this instance has the tag RestoreError.Tag.PATH_WRITE,
 false otherwise."
com.dropbox.core.v2.files.RestoreError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",pathLookup(LookupError value),"Returns an instance of RestoreError that has its tag set to
 RestoreError.Tag.PATH_LOOKUP."
com.dropbox.core.v2.files.RestoreError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",pathWrite(WriteError value),"Returns an instance of RestoreError that has its tag set to
 RestoreError.Tag.PATH_WRITE."
com.dropbox.core.v2.files.RestoreError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",tag(),Returns the tag for this instance.
com.dropbox.core.v2.files.RestoreError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",toString(),N/A
com.dropbox.core.v2.files.RestoreError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",toStringMultiline(),"Returns a String representation of this object formatted for easier
 readability."
com.dropbox.core.v2.files.RestoreError.Tag,Discriminating tag type for RestoreError.,valueOf(String name),Returns the enum constant of this type with the specified name.
com.dropbox.core.v2.files.RestoreError.Tag,Discriminating tag type for RestoreError.,values(),"Returns an array containing the constants of this enum type, in
the order they are declared."
com.dropbox.core.v2.files.RestoreErrorException,"Exception thrown when the server responds with a RestoreError error.

  This exception is raised by DbxUserFilesRequests.restore(String,String). ",N/A,N/A
com.dropbox.core.RetryException,"A transient exception has occurred and the request should be retried. Clients should only retry
 requests after waiting the requested backoff duration (see getBackoffMillis()).",getBackoffMillis(),Returns the number of milliseconds the client should backoff before retrying the request.
com.dropbox.core.v2.team.RevokeDesktopClientArg,None,equals(Object obj),N/A
com.dropbox.core.v2.team.RevokeDesktopClientArg,None,getDeleteOnUnlink(),"Whether to delete all files of the account (this is possible only if
 supported by the desktop client and  will be made the next time the
 client access the account)"
com.dropbox.core.v2.team.RevokeDesktopClientArg,None,getSessionId(),The session id
com.dropbox.core.v2.team.RevokeDesktopClientArg,None,getTeamMemberId(),The unique id of the member owning the device
com.dropbox.core.v2.team.RevokeDesktopClientArg,None,hashCode(),N/A
com.dropbox.core.v2.team.RevokeDesktopClientArg,None,toString(),N/A
com.dropbox.core.v2.team.RevokeDesktopClientArg,None,toStringMultiline(),"Returns a String representation of this object formatted for easier
 readability."
com.dropbox.core.v2.team.RevokeDeviceSessionArg,"This class is a tagged union.  Tagged unions instances are always associated
 to a specific tag.  This means only one of the isAbc() methods will
 return true. You can use tag() to determine the tag
 associated with this instance.",desktopClient(RevokeDesktopClientArg value),"Returns an instance of RevokeDeviceSessionArg that has its tag
 set to RevokeDeviceSessionArg.Tag.DESKTOP_CLIENT."
com.dropbox.core.v2.team.RevokeDeviceSessionArg,"This class is a tagged union.  Tagged unions instances are always associated
 to a specific tag.  This means only one of the isAbc() methods will
 return true. You can use tag() to determine the tag
 associated with this instance.",equals(Object obj),N/A
com.dropbox.core.v2.team.RevokeDeviceSessionArg,"This class is a tagged union.  Tagged unions instances are always associated
 to a specific tag.  This means only one of the isAbc() methods will
 return true. You can use tag() to determine the tag
 associated with this instance.",getDesktopClientValue(),Unlink a linked desktop device
com.dropbox.core.v2.team.RevokeDeviceSessionArg,"This class is a tagged union.  Tagged unions instances are always associated
 to a specific tag.  This means only one of the isAbc() methods will
 return true. You can use tag() to determine the tag
 associated with this instance.",getMobileClientValue(),Unlink a linked mobile device
com.dropbox.core.v2.team.RevokeDeviceSessionArg,"This class is a tagged union.  Tagged unions instances are always associated
 to a specific tag.  This means only one of the isAbc() methods will
 return true. You can use tag() to determine the tag
 associated with this instance.",getWebSessionValue(),End an active session
com.dropbox.core.v2.team.RevokeDeviceSessionArg,"This class is a tagged union.  Tagged unions instances are always associated
 to a specific tag.  This means only one of the isAbc() methods will
 return true. You can use tag() to determine the tag
 associated with this instance.",hashCode(),N/A
com.dropbox.core.v2.team.RevokeDeviceSessionArg,"This class is a tagged union.  Tagged unions instances are always associated
 to a specific tag.  This means only one of the isAbc() methods will
 return true. You can use tag() to determine the tag
 associated with this instance.",isDesktopClient(),"Returns true if this instance has the tag RevokeDeviceSessionArg.Tag.DESKTOP_CLIENT, false otherwise."
com.dropbox.core.v2.team.RevokeDeviceSessionArg,"This class is a tagged union.  Tagged unions instances are always associated
 to a specific tag.  This means only one of the isAbc() methods will
 return true. You can use tag() to determine the tag
 associated with this instance.",isMobileClient(),"Returns true if this instance has the tag RevokeDeviceSessionArg.Tag.MOBILE_CLIENT, false otherwise."
com.dropbox.core.v2.team.RevokeDeviceSessionArg,"This class is a tagged union.  Tagged unions instances are always associated
 to a specific tag.  This means only one of the isAbc() methods will
 return true. You can use tag() to determine the tag
 associated with this instance.",isWebSession(),"Returns true if this instance has the tag RevokeDeviceSessionArg.Tag.WEB_SESSION, false otherwise."
com.dropbox.core.v2.team.RevokeDeviceSessionArg,"This class is a tagged union.  Tagged unions instances are always associated
 to a specific tag.  This means only one of the isAbc() methods will
 return true. You can use tag() to determine the tag
 associated with this instance.",mobileClient(DeviceSessionArg value),"Returns an instance of RevokeDeviceSessionArg that has its tag
 set to RevokeDeviceSessionArg.Tag.MOBILE_CLIENT."
com.dropbox.core.v2.team.RevokeDeviceSessionArg,"This class is a tagged union.  Tagged unions instances are always associated
 to a specific tag.  This means only one of the isAbc() methods will
 return true. You can use tag() to determine the tag
 associated with this instance.",tag(),Returns the tag for this instance.
com.dropbox.core.v2.team.RevokeDeviceSessionArg,"This class is a tagged union.  Tagged unions instances are always associated
 to a specific tag.  This means only one of the isAbc() methods will
 return true. You can use tag() to determine the tag
 associated with this instance.",toString(),N/A
com.dropbox.core.v2.team.RevokeDeviceSessionArg,"This class is a tagged union.  Tagged unions instances are always associated
 to a specific tag.  This means only one of the isAbc() methods will
 return true. You can use tag() to determine the tag
 associated with this instance.",toStringMultiline(),"Returns a String representation of this object formatted for easier
 readability."
com.dropbox.core.v2.team.RevokeDeviceSessionArg,"This class is a tagged union.  Tagged unions instances are always associated
 to a specific tag.  This means only one of the isAbc() methods will
 return true. You can use tag() to determine the tag
 associated with this instance.",webSession(DeviceSessionArg value),"Returns an instance of RevokeDeviceSessionArg that has its tag
 set to RevokeDeviceSessionArg.Tag.WEB_SESSION."
com.dropbox.core.v2.team.RevokeDeviceSessionArg.Tag,Discriminating tag type for RevokeDeviceSessionArg.,valueOf(String name),Returns the enum constant of this type with the specified name.
com.dropbox.core.v2.team.RevokeDeviceSessionArg.Tag,Discriminating tag type for RevokeDeviceSessionArg.,values(),"Returns an array containing the constants of this enum type, in
the order they are declared."
com.dropbox.core.v2.team.RevokeDeviceSessionBatchError,Catch-all used for unknown tag values returned by the Dropbox servers.,valueOf(String name),Returns the enum constant of this type with the specified name.
com.dropbox.core.v2.team.RevokeDeviceSessionBatchError,Catch-all used for unknown tag values returned by the Dropbox servers.,values(),"Returns an array containing the constants of this enum type, in
the order they are declared."
com.dropbox.core.v2.team.RevokeDeviceSessionBatchErrorException,"Exception thrown when the server responds with a RevokeDeviceSessionBatchError error.

  This exception is raised by DbxTeamTeamRequests.devicesRevokeDeviceSessionBatch(java.util.List). ",N/A,N/A
com.dropbox.core.v2.team.RevokeDeviceSessionBatchResult,"Returns a String representation of this object formatted for easier
 readability.",equals(Object obj),N/A
com.dropbox.core.v2.team.RevokeDeviceSessionBatchResult,"Returns a String representation of this object formatted for easier
 readability.",getRevokeDevicesStatus(),N/A
com.dropbox.core.v2.team.RevokeDeviceSessionBatchResult,"Returns a String representation of this object formatted for easier
 readability.",hashCode(),N/A
